;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry
797;4 pokoje, świetna komunikacja, zielona okolica;Kraków , Bronowice;4 pokoje;649950.0;72.16;9007.0;https://www.otodom.pl/oferta/4-pokoje-swietna-komunikacja-zielona-okolica-ID44zr6.html#37a2d04635;2020-02-10 18:47:53.422261;Kwietna;Kraków, Kraków , Bronowice, Kwietna;Łąka kwietna, Krowodrza, Kraków, województwo małopolskie, Polska;(50.06248995, 19.914432629648353, 0.0);50.06248995;19.914432629648353;0.0;POINT (565429.5998229246 244314.6706695687)
798;Prądnik Czerwony, Quattro, Park Wodny/ 2 pok/ Eng;Kraków , Prądnik Czerwony;2 pokoje;453750.0;46.6;9737.0;https://www.otodom.pl/oferta/pradnik-czerwony-quattro-park-wodny-2-pok-eng-ID44zqI.html#37a2d04635;2020-02-10 18:47:53.422261;Prądnika;Kraków, Kraków , Prądnik Czerwony, Prądnika;Enklawa Prądnika, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0933468, 19.98679355896063, 0.0);50.0933468;19.98679355896063;0.0;POINT (570561.7860403393 247810.2744327188)
799;Luksusowy Apartament, Wola Justowska!!! 74.41m2;Kraków , Zwierzyniec, Wola Justowska;3 pokoje;2090000.0;74.41;28088.0;https://www.otodom.pl/oferta/luksusowy-apartament-wola-justowska-74-41m2-ID44zqF.html#37a2d04635;2020-02-10 18:47:53.422261;Justowska;Kraków, Kraków , Zwierzyniec, Wola Justowska, Justowska;FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031)
805;Pasaż Podgórski | Zabłocie | Brak Pcc | Eng;Kraków , Podgórze;2 pokoje;389000.0;28.2;13794.0;https://www.otodom.pl/oferta/pasaz-podgorski-zablocie-brak-pcc-eng-ID44zoh.html#37a2d04635;2020-02-10 18:47:53.422261;Podgórki;Kraków, Kraków , Podgórze, Podgórki;Podgórki, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-614, Polska;(50.0019919, 19.9574577, 0.0);50.0019919;19.9574577;0.0;POINT (568594.2140818365 237628.9266794641)
806;Funkcjonalne 2 pokoje os. Strusia !!!;Kraków , Bieńczyce;2 pokoje;309000.0;35.89;8610.0;https://www.otodom.pl/oferta/funkcjonalne-2-pokoje-os-strusia-ID44znL.html#37a2d04635;2020-02-10 18:47:53.422261;Strusia;Kraków, Kraków , Bieńczyce, Strusia;Osiedle Józefa Strusia, Bieńczyce, Kraków, województwo małopolskie, Polska;(50.08848715, 20.009869196375526, 0.0);50.08848715;20.009869196375526;0.0;POINT (572219.1093478991 247292.180990384)
807;Przytulne mieszkanie na Prądniku Czerwonym !!!;Kraków , Prądnik Czerwony;2 pokoje;355000.0;38.82;9145.0;https://www.otodom.pl/oferta/przytulne-mieszkanie-na-pradniku-czerwonym-ID44znJ.html#37a2d04635;2020-02-10 18:47:53.422261;Prądnika;Kraków, Kraków , Prądnik Czerwony, Prądnika;Enklawa Prądnika, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0933468, 19.98679355896063, 0.0);50.0933468;19.98679355896063;0.0;POINT (570561.7860403393 247810.2744327188)
808;Myśliwska Park, segment A, MD1;Kraków , Podgórze;6 pokoi;973029.0;177.56;5480.0;https://www.otodom.pl/oferta/mysliwska-park-segment-a-md1-ID42E3L.html#37a2d04635;2020-02-10 18:47:53.423258;Myśliwska;Kraków, Kraków , Podgórze, Myśliwska;Myśliwska, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-715, Polska;(50.0461528, 19.9884956, 0.0);50.0461528;19.9884956;0.0;POINT (570752.8947265603 242566.2871843819)
809;Ruczaj, Piltza, 4 pokoje, 70m2 z antresolą;Kraków , Dębniki, Ruczaj;4 pokoje;599000.0;70.0;8557.0;https://www.otodom.pl/oferta/ruczaj-piltza-4-pokoje-70m2-z-antresola-ID44u9n.html#e31c70b131;2020-02-10 18:47:54.587181;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
810;Mieszkanie, 54,73 m², Kraków;Kraków , Dębniki, Kliny-Zacisze;3 pokoje;399000.0;54.73;7290.0;https://www.otodom.pl/oferta/mieszkanie-54-73-m-krakow-ID44doS.html#e31c70b131;2020-02-10 18:47:54.587181;"""Kraków""";"Kraków, Kraków , Dębniki, Kliny-Zacisze, ""Kraków""";Przedsiębiorstwo Usług Komunalnych Zakład Pogrzebowy - PUK Kraków, 31A, Skośna, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-383, Polska;(50.00969645000001, 19.905901803626172, 0.0);50.00969645000001;19.905901803626172;0.0;POINT (564890.3258006682 238439.2651748592)
812;Myśliwska Park, segment A, MD2;Kraków , Podgórze;6 pokoi;973029.0;177.56;5480.0;https://www.otodom.pl/oferta/mysliwska-park-segment-a-md2-ID42FZW.html#e31c70b131;2020-02-10 18:47:54.587181;Myśliwska;Kraków, Kraków , Podgórze, Myśliwska;Myśliwska, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-715, Polska;(50.0461528, 19.9884956, 0.0);50.0461528;19.9884956;0.0;POINT (570752.8947265603 242566.2871843819)
813;Myśliwska Park, segment A, MD3;Kraków , Podgórze;6 pokoi;973029.0;177.56;5480.0;https://www.otodom.pl/oferta/mysliwska-park-segment-a-md3-ID42G00.html#e31c70b131;2020-02-10 18:47:54.587181;Myśliwska;Kraków, Kraków , Podgórze, Myśliwska;Myśliwska, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-715, Polska;(50.0461528, 19.9884956, 0.0);50.0461528;19.9884956;0.0;POINT (570752.8947265603 242566.2871843819)
814;Myśliwska Park, segment A, MD6;Kraków , Podgórze;6 pokoi;973029.0;177.56;5480.0;https://www.otodom.pl/oferta/mysliwska-park-segment-a-md6-ID42G0a.html#e31c70b131;2020-02-10 18:47:54.587181;Myśliwska;Kraków, Kraków , Podgórze, Myśliwska;Myśliwska, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-715, Polska;(50.0461528, 19.9884956, 0.0);50.0461528;19.9884956;0.0;POINT (570752.8947265603 242566.2871843819)
815;Myśliwska Park, segment A, MD8;Kraków , Podgórze;6 pokoi;973029.0;177.56;5480.0;https://www.otodom.pl/oferta/mysliwska-park-segment-a-md8-ID42G0b.html#e31c70b131;2020-02-10 18:47:54.587181;Myśliwska;Kraków, Kraków , Podgórze, Myśliwska;Myśliwska, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-715, Polska;(50.0461528, 19.9884956, 0.0);50.0461528;19.9884956;0.0;POINT (570752.8947265603 242566.2871843819)
817;Penthouse z widokiem na Wawel ul. Bogusławskiego;Kraków , Stare Miasto;3 pokoje;1650000.0;152.05;10852.0;https://www.otodom.pl/oferta/penthouse-z-widokiem-na-wawel-ul-boguslawskiego-ID4480O.html#e31c70b131;2020-02-10 18:47:54.587181;Wawelu;Kraków, Kraków , Stare Miasto, Wawelu;Bazylika archikatedralna pw. Świętych Stanisława i Wacława, 1, Zamek Królewski na Wawelu, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.05465045, 19.935455391368265, 0.0);50.05465045;19.935455391368265;0.0;POINT (566944.708477642 243461.9325701632)
818;Trzypokojowe mieszkanie na Bohaterów Września;Kraków , Mistrzejowice;3 pokoje;640000.0;69.0;9275.0;https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-na-bohaterow-wrzesnia-ID44zkK.html#e31c70b131;2020-02-10 18:47:54.587181;Września;Kraków, Kraków , Mistrzejowice, Września;Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska;(50.098315549999995, 20.009929066016507, 0.0);50.098315549999995;20.009929066016507;0.0;POINT (572208.6182958593 248384.6652104193)
819;Mieszkanie, 46 m², Kraków;Kraków , Prądnik Czerwony;2 pokoje;439000.0;46.0;9543.0;https://www.otodom.pl/oferta/mieszkanie-46-m-krakow-ID44zkI.html#e31c70b131;2020-02-10 18:47:54.587181;"""Kraków""";"Kraków, Kraków , Prądnik Czerwony, ""Kraków""";Lądowisko Rakowice-Czyżyny, Stefana Jurczaka, Czyżyny, Kraków, województwo małopolskie, 31-634, Polska;(50.0846957, 19.9886787, 0.0);50.0846957;19.9886787;0.0;POINT (570709.3112874664 246850.4873105474)
825;Aleja Pokoju 2 pokoje do wejścia;Kraków , Nowa Huta, Czyżyny;2 pokoje;375000.0;38.0;9868.0;https://www.otodom.pl/oferta/aleja-pokoju-2-pokoje-do-wejscia-ID44zj8.html#e31c70b131;2020-02-10 18:47:54.587181;Pokoju;Kraków, Kraków , Nowa Huta, Czyżyny, Pokoju;Aleja Pokoju, Nowa Huta, Kraków, województwo małopolskie, 31-982, Polska;(50.0728559, 20.0175579, 0.0);50.0728559;20.0175579;0.0;POINT (572792.6114353463 245562.2350378316)
826;Do remontu 4 pokoje, Bieżanów Prokocim- Teligi;Kraków , Bieżanów-Prokocim;4 pokoje;380000.0;57.0;6667.0;https://www.otodom.pl/oferta/do-remontu-4-pokoje-biezanow-prokocim-teligi-ID44zj5.html#e31c70b131;2020-02-10 18:47:54.587181;Teligi;Kraków, Kraków , Bieżanów-Prokocim, Teligi;Teligi, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska;(50.0165281, 20.006306249999977, 0.0);50.0165281;20.006306249999977;0.0;POINT (572072.0197892153 239290.5494022975)
827;Mieszkanie 2 pok, Nowosądecka- Bieżanów;Kraków , Bieżanów-Prokocim;2 pokoje;335000.0;34.1;9824.0;https://www.otodom.pl/oferta/mieszkanie-2-pok-nowosadecka-biezanow-ID44zj4.html#e31c70b131;2020-02-10 18:47:54.587181;Nowosądecka;Kraków, Kraków , Bieżanów-Prokocim, Nowosądecka;Nowosądecka, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-804, Polska;(50.0240475, 19.9793257, 0.0);50.0240475;19.9793257;0.0;POINT (570128.7484440323 240100.663197008)
830;Stare Miasto | Rakowicka | 176 m^2 | Eng | Ukr;Kraków , Stare Miasto;5 pokoi;2728000.0;176.0;15500.0;https://www.otodom.pl/oferta/stare-miasto-rakowicka-176-m2-eng-ukr-ID44zh8.html#e31c70b131;2020-02-10 18:47:54.587181;Rakowicka;Kraków, Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Kraków, województwo małopolskie, 31-511, Polska;(50.068229, 19.9525984, 0.0);50.068229;19.9525984;0.0;POINT (568152.2658953031 244986.6823723251)
833;2niezależne pokoje w samym sercustarej Nowej Huty;Kraków , Nowa Huta;2 pokoje;252915.0;38.91;6500.0;https://www.otodom.pl/oferta/2niezalezne-pokoje-w-samym-sercustarej-nowej-huty-ID44zfW.html#e31c70b131;2020-02-10 18:47:54.587181;Nowe;Kraków, Kraków , Nowa Huta, Nowe;Nowa, 7, Osiedle Zgody, Nowa Huta, Kraków, województwo małopolskie, 31-949, Polska;(50.0763518, 20.0380639, 0.0);50.0763518;20.0380639;0.0;POINT (574254.1133296282 245970.9839532301)
838;Mieszkanie, 49,40 m², Kraków;Kraków , Śródmieście;2 pokoje;499000.0;49.4;10101.0;https://www.otodom.pl/oferta/mieszkanie-49-40-m-krakow-ID43T9l.html#950393c28f;2020-02-10 18:47:55.795384;"""Kraków""";"Kraków, Kraków , Śródmieście, ""Kraków""";Kraków Zabłocie, Kącik, Podgórze, Kraków, województwo małopolskie, 30-549, Polska;(50.0481266, 19.9574154, 0.0);50.0481266;19.9574154;0.0;POINT (568525.5140003945 242756.713414114)
840;Mieszkane 59m2 / 3 pokoje ul. Komandosów, Kraków;Kraków , Podgórze;3 pokoje;498950.0;59.0;8457.0;https://www.otodom.pl/oferta/mieszkane-59m2-3-pokoje-ul-komandosow-krakow-ID44zai.html#950393c28f;2020-02-10 18:47:55.796350;Komandosów;Kraków, Kraków , Podgórze, Komandosów;Komandosów, Osiedle Podwawelskie, Dębniki, Kraków, województwo małopolskie, 30-334, Polska;(50.0438897, 19.9305479, 0.0);50.0438897;19.9305479;0.0;POINT (566608.4079749812 242261.494778553)
841;Wawrzyńca ekskluzywne mieszkanie 38 m2, 2017 rok;Kraków , Stare Miasto, Kazimierz;2 pokoje;620000.0;38.0;16316.0;https://www.otodom.pl/oferta/wawrzynca-ekskluzywne-mieszkanie-38-m2-2017-rok-ID44zak.html#950393c28f;2020-02-10 18:47:55.796350;Wawrzyńca;Kraków, Kraków , Stare Miasto, Kazimierz, Wawrzyńca;Świętego Wawrzyńca, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 30-570, Polska;(50.050545, 19.9528032, 0.0);50.050545;19.9528032;0.0;POINT (568191.9812176968 243021.2985565914)
842;3pok os kuchnia balkon 9m2, ok.29 Listopada;Kraków , Prądnik Biały;3 pokoje;462017.0;63.29;7300.0;https://www.otodom.pl/oferta/3pok-os-kuchnia-balkon-9m2-ok-29-listopada-ID44za6.html#950393c28f;2020-02-10 18:47:55.796350;Listopada;Kraków, Kraków , Prądnik Biały, Listopada;Aleja 29 Listopada, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0979605, 19.9622715, 0.0);50.0979605;19.9622715;0.0;POINT (568801.7304189435 248300.2085534371)
843;Ruczaj ul. Zachodnia 2 pokoje nowy blok;Kraków , Dębniki;2 pokoje;389000.0;44.0;8841.0;https://www.otodom.pl/oferta/ruczaj-ul-zachodnia-2-pokoje-nowy-blok-ID44z9T.html#950393c28f;2020-02-10 18:47:55.796350;Ruczaj;Kraków, Kraków , Dębniki, Ruczaj;Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska;(50.0259495, 19.9198508, 0.0);50.0259495;19.9198508;0.0;POINT (565867.2616859295 240257.9741840241)
844;Mieszkanie z piwnicą okolica Galerii Krakowskiej;Kraków , Stare Miasto;2 pokoje;360000.0;37.0;9730.0;https://www.otodom.pl/oferta/mieszkanie-z-piwnica-okolica-galerii-krakowskiej-ID44z9d.html#950393c28f;2020-02-10 18:47:55.796350;Korczakowskiej;Kraków, Kraków , Stare Miasto, Korczakowskiej;Republiki Korczakowskiej, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-809, Polska;(50.0163919, 20.0008638, 0.0);50.0163919;20.0008638;0.0;POINT (571682.4390693739 239270.179076721)
849;3pok os kuchnia balkon 9m2 ok.29 Listopada;Kraków , Prądnik Biały;3 pokoje;448585.0;61.45;7300.0;https://www.otodom.pl/oferta/3pok-os-kuchnia-balkon-9m2-ok-29-listopada-ID44z6v.html#950393c28f;2020-02-10 18:47:55.796350;Listopada;Kraków, Kraków , Prądnik Biały, Listopada;Aleja 29 Listopada, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0979605, 19.9622715, 0.0);50.0979605;19.9622715;0.0;POINT (568801.7304189435 248300.2085534371)
850;3pok balkon 11,45m2 Prądnik Biały/ok.29 Listopada;Kraków , Prądnik Biały;3 pokoje;421429.0;57.73;7300.0;https://www.otodom.pl/oferta/3pok-balkon-11-45m2-pradnik-bialy-ok-29-listopada-ID44z6w.html#950393c28f;2020-02-10 18:47:55.796350;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648)
851;3pok balkon 14,5m2 Prądnik Biały/ok.29 Listopada;Kraków , Prądnik Biały;3 pokoje;419750.0;57.5;7300.0;https://www.otodom.pl/oferta/3pok-balkon-14-5m2-pradnik-bialy-ok-29-listopada-ID44z6u.html#950393c28f;2020-02-10 18:47:55.796350;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648)
852;3pok os kuchnia balkon Prąd. Biały/ok.29 Listopada;Kraków , Prądnik Biały;3 pokoje;430408.0;58.96;7300.0;https://www.otodom.pl/oferta/3pok-os-kuchnia-balkon-prad-bialy-ok-29-listopada-ID44z6t.html#950393c28f;2020-02-10 18:47:55.796350;Listopada;Kraków, Kraków , Prądnik Biały, Listopada;Aleja 29 Listopada, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0979605, 19.9622715, 0.0);50.0979605;19.9622715;0.0;POINT (568801.7304189435 248300.2085534371)
854;Kazimierz | Sprzedaż mieszkań na krótki wynajem;Kraków , Stare Miasto, Kazimierz;1 pokój;563070.37;23.43;24032.0;https://www.otodom.pl/oferta/kazimierz-sprzedaz-mieszkan-na-krotki-wynajem-ID44z5G.html#950393c28f;2020-02-10 18:47:55.797377;Kazimierza;Kraków, Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
857;Ul. Piwna, 35 m2, 2-pok, J.kuch, 1 piętro;Kraków , Podgórze, Stare Podgórze;2 pokoje;420000.0;35.0;12000.0;https://www.otodom.pl/oferta/ul-piwna-35-m2-2-pok-j-kuch-1-pietro-ID44z3o.html#950393c28f;2020-02-10 18:47:55.797377;Piwna;Kraków, Kraków , Podgórze, Stare Podgórze, Piwna;Piwna, Podgórze, Kraków, województwo małopolskie, 30-530, Polska;(50.0469509, 19.9532162, 0.0);50.0469509;19.9532162;0.0;POINT (568226.6343959412 242622.1932074847)
858;3 pokojowe w nowym bloku, Prądnik Biały;Kraków , Prądnik Biały;3 pokoje;485000.0;61.0;7951.0;https://www.otodom.pl/oferta/3-pokojowe-w-nowym-bloku-pradnik-bialy-ID44z2S.html#950393c28f;2020-02-10 18:47:55.797377;Prądnika;Kraków, Kraków , Prądnik Biały, Prądnika;Prądnik Biały, Kraków, województwo małopolskie, Polska;(50.0955225, 19.9283169, 0.0);50.0955225;19.9283169;0.0;POINT (566377.4070532473 247998.4942823648)
860;Prokocim - 3 pokoje do odświeżenia;Kraków , Bieżanów-Prokocim, Prokocim;3 pokoje;390000.0;63.0;6190.0;https://www.otodom.pl/oferta/prokocim-3-pokoje-do-odswiezenia-ID44z0P.html#950393c28f;2020-02-10 18:47:55.797377;Prokocimia;Kraków, Kraków , Bieżanów-Prokocim, Prokocim, Prokocimia;Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-815, Polska;(50.0226748, 19.9921741, 0.0);50.0226748;19.9921741;0.0;POINT (571050.8213306962 239960.2205082783)
863;Wadowicka kawalerka cesja 27m2, ogródek 17,15 m2;Kraków , Podgórze;2 pokoje;296000.0;27.46;10779.0;https://www.otodom.pl/oferta/wadowicka-kawalerka-cesja-27m2-ogrodek-17-15-m2-ID44vGn.html#1374c5280c;2020-02-10 18:47:56.742340;Wadowicka;Kraków, Kraków , Podgórze, Wadowicka;Wadowicka, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-415, Polska;(50.0350632, 19.9397264, 0.0);50.0350632;19.9397264;0.0;POINT (567277.7271268149 241288.6550673964)
865;Mieszkanie, 56,90 m², Kraków;Kraków , Podgórze;3 pokoje;449000.0;56.9;7891.0;https://www.otodom.pl/oferta/mieszkanie-56-90-m-krakow-ID436Vk.html#1374c5280c;2020-02-10 18:47:56.742340;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132)
867;4 Pokoje na sprzedaż przy ul. Słomczyńskiego;Kraków , Prądnik Biały;4 pokoje;515000.0;84.0;6131.0;https://www.otodom.pl/oferta/4-pokoje-na-sprzedaz-przy-ul-slomczynskiego-ID432rS.html#1374c5280c;2020-02-10 18:47:56.742340;Słomczyńskiego;Kraków, Kraków , Prądnik Biały, Słomczyńskiego;Słomczyńskiego, Kuźnicy Kołłątajowskiej, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska;(50.0984447, 19.958768, 0.0);50.0984447;19.958768;0.0;POINT (568550.5458262258 248350.8057665015)
877;Jedynie 6 mieszkań! Wola duchacka! Strumienna;Kraków , Podgórze Duchackie, Wola Duchacka;4 pokoje;466473.0;48.09;9700.0;https://www.otodom.pl/oferta/jedynie-6-mieszkan-wola-duchacka-strumienna-ID44yS4.html#1374c5280c;2020-02-10 18:47:56.743340;Strumienna;Kraków, Kraków , Podgórze Duchackie, Wola Duchacka, Strumienna;Strumienna, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-609, Polska;(50.0201716, 19.9466186, 0.0);50.0201716;19.9466186;0.0;POINT (567792.1107774555 239639.6930328812)
881;Mieszkanie, 37 m², Kraków;Kraków , Grzegórzki, Olsza;2 pokoje;380000.0;37.0;10270.0;https://www.otodom.pl/oferta/mieszkanie-37-m-krakow-ID44yQ8.html#1374c5280c;2020-02-10 18:47:56.743340;"""Kraków""";"Kraków, Kraków , Grzegórzki, Olsza, ""Kraków""";Kraków Olsza, Stefana Otwinowskiego, Olsza, Grzegórzki, Kraków, województwo małopolskie, 31-431, Polska;(50.0789773, 19.9605879, 0.0);50.0789773;19.9605879;0.0;POINT (568708.4924969046 246188.6730754366)
884;Po generalnym remoncie, 2 pokoje, Prądnik Czerwony;Kraków , Prądnik Czerwony;2 pokoje;490000.0;51.51;9513.0;https://www.otodom.pl/oferta/po-generalnym-remoncie-2-pokoje-pradnik-czerwony-ID44yPA.html#1374c5280c;2020-02-10 18:47:56.743340;Prądnika;Kraków, Kraków , Prądnik Czerwony, Prądnika;Enklawa Prądnika, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0933468, 19.98679355896063, 0.0);50.0933468;19.98679355896063;0.0;POINT (570561.7860403393 247810.2744327188)
889;Wola Justowska - Borowego- 74m2, wysoki standard;Kraków , Zwierzyniec, Wola Justowska;3 pokoje;1100000.0;74.1;14845.0;https://www.otodom.pl/oferta/wola-justowska-borowego-74m2-wysoki-standard-ID44yNU.html#1374c5280c;2020-02-10 18:47:56.744305;Justowska;Kraków, Kraków , Zwierzyniec, Wola Justowska, Justowska;FUP Kraków 23, 238, Królowej Jadwigi, Zwierzyniec, Kraków, województwo małopolskie, 30-220, Polska;(50.0650619, 19.877649, 0.0);50.0650619;19.877649;0.0;POINT (562794.3317268024 244568.9814333031)
902;Mieszkanie 2 pokojowe Bohaterów Września;Kraków , Mistrzejowice;2 pokoje;390000.0;53.0;7358.0;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-bohaterow-wrzesnia-ID44yKi.html#85a7a68d57;2020-02-10 18:47:57.754618;Września;Kraków, Kraków , Mistrzejowice, Września;Osiedle Bohaterów Września, Mistrzejowice, Kraków, województwo małopolskie, Polska;(50.098315549999995, 20.009929066016507, 0.0);50.098315549999995;20.009929066016507;0.0;POINT (572208.6182958593 248384.6652104193)
903;Mieszkanie, 43,02 m², Kraków;Kraków , Grzegórzki;1 pokój;649000.0;43.02;15086.0;https://www.otodom.pl/oferta/mieszkanie-43-02-m-krakow-ID44yK5.html#85a7a68d57;2020-02-10 18:47:57.754618;"""Kraków""";"Kraków, Kraków , Grzegórzki, ""Kraków""";Kraków Główny, Peron 3, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 30-901, Polska;(50.0686663, 19.947802, 0.0);50.0686663;19.947802;0.0;POINT (567808.5033167193 245030.9240660574)
914;Mieszkanie2pok 51,5m2,Na Barciach-Prądnik Czerwony;Kraków , Prądnik Czerwony;2 pokoje;370000.0;51.5;7184.0;https://www.otodom.pl/oferta/mieszkanie2pok-51-5m2-na-barciach-pradnik-czerwony-ID44yBH.html#85a7a68d57;2020-02-10 18:47:57.754618;Czerwona;Kraków, Kraków , Prądnik Czerwony, Czerwona;Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-424, Polska;(50.0849372, 19.9554073, 0.0);50.0849372;19.9554073;0.0;POINT (568329.4700941282 246846.3642995078)
916;HIT! Kawalerka BRONOWICE Stańczyka system 20/80;Kraków , Bronowice;1 pokój;299000.0;27.41;10908.0;https://www.otodom.pl/oferta/hit-kawalerka-bronowice-stanczyka-system-20-80-ID44yzl.html#85a7a68d57;2020-02-10 18:47:57.754618;Stańczyka;Kraków, Kraków , Bronowice, Stańczyka;Stańczyka, Future City, Bronowice, Kraków, województwo małopolskie, 30-126, Polska;(50.0770988, 19.8927114, 0.0);50.0770988;19.8927114;0.0;POINT (563856.0198447496 245919.6526991781)
918;Apartament Kraków ul. Zabłocie, ZABŁOCIE;Kraków , Podgórze;3 pokoje;998000.0;65.0;15354.0;https://www.otodom.pl/oferta/apartament-krakow-ul-zablocie-zablocie-ID44pNN.html#c405a183df;2020-02-10 18:47:58.672362;"""Kraków""";"Kraków, Kraków , Podgórze, ""Kraków""";Kraków Płaszów, Peron 2 - moderniacja, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-902, Polska;(50.0345327, 19.9754459, 0.0);50.0345327;19.9754459;0.0;POINT (569835.7166101226 241262.450246132)
919;Mieszkanie, 111,35 m², Kraków;Kraków , Podgórze Duchackie, Kurdwanów;4 pokoje;612000.0;111.35;5496.0;https://www.otodom.pl/oferta/mieszkanie-111-35-m-krakow-ID3yQHJ.html#c405a183df;2020-02-10 18:47:58.672362;"""Kraków""";"Kraków, Kraków , Podgórze Duchackie, Kurdwanów, ""Kraków""";Armatura Kraków, Chmielna, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-612, Polska;(50.01363825, 19.946986078385525, 0.0);50.01363825;19.946986078385525;0.0;POINT (567827.6246947531 238913.8516277932)
920;Komfortowy wygodny apartament Dębniki klimatyzacja;Kraków , Dębniki;2 pokoje;529000.0;55.0;9618.0;https://www.otodom.pl/oferta/komfortowy-wygodny-apartament-debniki-klimatyzacja-ID44yzc.html#c405a183df;2020-02-10 18:47:58.672362;Dębnicki;Kraków, Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024)
921;Rakowicka 22C - Steam Park - 39m2 - 2 pokoje;Kraków , Stare Miasto;2 pokoje;600000.0;39.0;15385.0;https://www.otodom.pl/oferta/rakowicka-22c-steam-park-39m2-2-pokoje-ID43VLl.html#c405a183df;2020-02-10 18:47:58.672362;Rakowicka;Kraków, Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Kraków, województwo małopolskie, 31-511, Polska;(50.068229, 19.9525984, 0.0);50.068229;19.9525984;0.0;POINT (568152.2658953031 244986.6823723251)
