;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry
360;Nowa inwestycja - Kazimierz Krakowska/Skawińska;Kraków , Stare Miasto, Kazimierz;2 pokoje;634660.0;48.82;13000.0;https://www.otodom.pl/oferta/nowa-inwestycja-kazimierz-krakowska-skawinska-ID44uEx.html#cf5342ca27;2020-02-22 07:59:52.003317;Kazimierza;Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
366;NOWA Inwestycja - Kazimierz, Miodowa/Krakowska;Kraków , Stare Miasto, Kazimierz;1 pokój;494400.0;32.96;15000.0;https://www.otodom.pl/oferta/nowa-inwestycja-kazimierz-miodowa-krakowska-ID44uBN.html#cf5342ca27;2020-02-22 07:59:52.003317;Kazimierza;Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
378;Dywizjonu 303/Czyżyny 3-pokojowe,ustawne;Kraków , Nowa Huta, Czyżyny;3 pokoje;584000.0;73.0;8000.0;https://www.otodom.pl/oferta/dywizjonu-303-czyzyny-3-pokojowe-ustawne-ID44nyo.html#589aa700e3;2020-02-22 07:59:52.913242;Dywizjonu;Kraków , Nowa Huta, Czyżyny, Dywizjonu;Osiedle Dywizjonu 303, Czyżyny, Kraków, województwo małopolskie, Polska;(50.08314705, 20.005731625960628, 0.0);50.08314705;20.005731625960628;0.0;POINT (571931.2153674981 246694.6372460146)
382;Dębniki | Madalińskiego | 2 Pok | Eng;Kraków , Dębniki;2 pokoje;539932.0;41.99;12859.0;https://www.otodom.pl/oferta/debniki-madalinskiego-2-pok-eng-ID44MYN.html#589aa700e3;2020-02-22 07:59:52.913242;Dębnicki;Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024)
384;Dębskiego, Opatkowice 4pok 66m2 Do Sprzedania;Kraków , Swoszowice, Opatkowice;4 pokoje;452000.0;66.0;6848.0;https://www.otodom.pl/oferta/debskiego-opatkowice-4pok-66m2-do-sprzedania-ID44MYI.html#589aa700e3;2020-02-22 07:59:52.913242;Dębskiego;Kraków , Swoszowice, Opatkowice, Dębskiego;Macieja Dębskiego, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska;(49.9885667, 19.906689, 0.0);49.9885667;19.906689;0.0;POINT (564975.1844746305 236091.4025199255)
389;Mieszkanie przy R. Matecznego 85 m2 za 560 000 zł!;Kraków , Podgórze;3 pokoje;560000.0;85.0;6588.0;https://www.otodom.pl/oferta/mieszkanie-przy-r-matecznego-85-m2-za-560-000-zl-ID44MXo.html#589aa700e3;2020-02-22 07:59:52.913242;Matecznego;Kraków , Podgórze, Matecznego;Rondo Antoniego Matecznego, Mateczny, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-524, Polska;(50.0367797, 19.9405272, 0.0);50.0367797;19.9405272;0.0;POINT (567332.6572123085 241480.1638806006)
390;1 Pok. | Rakowicka | Novum II | Stare Miasto |Eng.;Kraków , Stare Miasto;1 pokój;399500.0;30.0;13317.0;https://www.otodom.pl/oferta/1-pok-rakowicka-novum-ii-stare-miasto-eng-ID44MVK.html#589aa700e3;2020-02-22 07:59:52.913242;Rakowicka;Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Delegatura Kraków-Śródmieście, Kraków, województwo małopolskie, 31-520, Polska;(50.0751438, 19.9577519, 0.0);50.0751438;19.9577519;0.0;POINT (568511.1065507758 245759.9750759406)
396;KROWODERSKICH Zuchów 5 Niezależnych pokoi K GÓRKA!;Kraków , Krowodrza;5 pokoi;544000.0;67.0;8119.0;https://www.otodom.pl/oferta/krowoderskich-zuchow-5-niezaleznych-pokoi-k-gorka-ID44E7R.html#b5bf170a47;2020-02-22 07:59:53.743916;Zuchów;Kraków , Krowodrza, Zuchów;Krowoderskich Zuchów, Prądnik Biały, Kraków, województwo małopolskie, 31-271, Polska;(50.0838836, 19.930691, 0.0);50.0838836;19.930691;0.0;POINT (566563.2797053672 246706.9391442938)
398;Aleja Pokoju | 8 minut do centrum | 2 Pok | Garaż;Kraków , Nowa Huta, Czyżyny;2 pokoje;463048.0;42.1;10999.0;https://www.otodom.pl/oferta/aleja-pokoju-8-minut-do-centrum-2-pok-garaz-ID42JGI.html#b5bf170a47;2020-02-22 07:59:53.743916;Pokoju;Kraków , Nowa Huta, Czyżyny, Pokoju;Aleja Pokoju, Osiedle Drugiego Pułku Lotniczego, Czyżyny, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, 31-982, Polska;(50.0728559, 20.0175579, 0.0);50.0728559;20.0175579;0.0;POINT (572792.6114353463 245562.2350378316)
399;Rynek Główny | Bracka | Inwestycyjnie | Eng;Kraków , Stare Miasto;4 pokoje;1999989.0;83.56;23935.0;https://www.otodom.pl/oferta/rynek-glowny-bracka-inwestycyjnie-eng-ID44MWF.html#b5bf170a47;2020-02-22 07:59:53.743916;Rynek;Kraków , Stare Miasto, Rynek;Rynek Główny, Stare Miasto, Kraków, województwo małopolskie, Polska;(50.061516499999996, 19.935947926355013, 0.0);50.061516499999996;19.935947926355013;0.0;POINT (566970.3967255686 244225.533540966)
401;3pokoje,77m2,1pietro Stare Miasto;Kraków , Stare Miasto;3 pokoje;990000.0;77.02;12854.0;https://www.otodom.pl/oferta/3pokoje-77m2-1pietro-stare-miasto-ID44MWf.html#b5bf170a47;2020-02-22 07:59:53.743916;Starego;Kraków , Stare Miasto, Starego;Sarkofag Zygmunta I Starego, 1, Dziedziniec Batorego, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.0547963, 19.9356012, 0.0);50.0547963;19.9356012;0.0;POINT (566954.9399643488 243478.2743801456)
402;Dwa pokoje - Szafrana.;Kraków , Podgórze, Mateczny;2 pokoje;560000.0;45.0;12444.0;https://www.otodom.pl/oferta/dwa-pokoje-szafrana-ID44MWa.html#b5bf170a47;2020-02-22 07:59:53.743916;Szafrana;Kraków , Podgórze, Mateczny, Szafrana;Tadeusza Szafrana, Mateczny, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-363, Polska;(50.0345918, 19.93293, 0.0);50.0345918;19.93293;0.0;POINT (566791.8146598509 241230.164427923)
403;3-Pokoje 50m2 ul.Odrzańska;Kraków , Łagiewniki-Borek Fałęcki, Cegielniana;3 pokoje;408000.0;50.11;8142.0;https://www.otodom.pl/oferta/3-pokoje-50m2-ul-odrzanska-ID44MW8.html#b5bf170a47;2020-02-22 07:59:53.743916;Odrzańska;Kraków , Łagiewniki-Borek Fałęcki, Cegielniana, Odrzańska;Odrzańska, Osiedle Cegielniana, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-408, Polska;(50.0262372, 19.9294398, 0.0);50.0262372;19.9294398;0.0;POINT (566553.4880990515 240298.4441575315)
409;Trzypokojowe mieszkanie, 47m2, Szafrana;Kraków , Podgórze;3 pokoje;560000.0;47.0;11915.0;https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-47m2-szafrana-ID44MTg.html#b5bf170a47;2020-02-22 07:59:53.744914;Szafrana;Kraków , Podgórze, Szafrana;Tadeusza Szafrana, Mateczny, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-363, Polska;(50.0345918, 19.93293, 0.0);50.0345918;19.93293;0.0;POINT (566791.8146598509 241230.164427923)
411;Prokocim - 3 pokoje, cicha i spokojna okolica;Kraków , Bieżanów-Prokocim, Prokocim;3 pokoje;450000.0;60.0;7500.0;https://www.otodom.pl/oferta/prokocim-3-pokoje-cicha-i-spokojna-okolica-ID44MT0.html#b5bf170a47;2020-02-22 07:59:53.744914;Prokocimia;Kraków , Bieżanów-Prokocim, Prokocim, Prokocimia;Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska;(50.0226748, 19.9921741, 0.0);50.0226748;19.9921741;0.0;POINT (571050.8213306962 239960.2205082783)
414;Bezpośrednio, Kawalerka, Mistrzejowice;Kraków , Mistrzejowice;1 pokój;245000.0;27.48;8916.0;https://www.otodom.pl/oferta/bezposrednio-kawalerka-mistrzejowice-ID43m3i.html#b5bf170a47;2020-02-22 07:59:53.744914;Mistrzejowicka;Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-651, Polska;(50.0969093, 20.0259479, 0.0);50.0969093;20.0259479;0.0;POINT (573356.0700843487 248243.9720702069)
422;Mieszkanie 70m - BEZ POŚREDNIKÓW - ul. Torfowa;Kraków , Łagiewniki-Borek Fałęcki;3 pokoje;519000.0;70.0;7414.0;https://www.otodom.pl/oferta/mieszkanie-70m-bez-posrednikow-ul-torfowa-ID443s0.html#df521ce691;2020-02-22 07:59:54.466347;Torfowa;Kraków , Łagiewniki-Borek Fałęcki, Torfowa;Torfowa, Kobierzyn, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-384, Polska;(50.0174968, 19.9091415, 0.0);50.0174968;19.9091415;0.0;POINT (565111.8423839355 239309.0829508258)
426;Słoneczna kawalerka z balkonem w Hucie,D.H. Wanda;Kraków , Nowa Huta;1 pokój;280000.0;31.0;9032.0;https://www.otodom.pl/oferta/sloneczna-kawalerka-z-balkonem-w-hucie-d-h-wanda-ID44MQl.html#df521ce691;2020-02-22 07:59:54.466347;Słoneczne;Kraków , Nowa Huta, Słoneczne;Osiedle Słoneczne, Nowa Huta, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, 31-956, Polska;(50.0776057, 20.0420898, 0.0);50.0776057;20.0420898;0.0;POINT (574540.1416298144 246114.3636779059)
430;Krowodrza Apartament 2-poziomy Wichury Wrocławska;Kraków , Krowodrza;3 pokoje;837000.0;92.0;9098.0;https://www.otodom.pl/oferta/krowodrza-apartament-2-poziomy-wichury-wroclawska-ID44yd5.html#df521ce691;2020-02-22 07:59:54.466347;Wrocławska;Kraków , Krowodrza, Wrocławska;Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-017, Polska;(50.0808192, 19.9179102, 0.0);50.0808192;19.9179102;0.0;POINT (565653.3926503791 246355.0193398139)
431;Przytulne mieszkanie przy ul. Gustawa Morcinka;Kraków , Wzgórza Krzesławickie, Zesławice;2 pokoje;299000.0;39.0;7667.0;https://www.otodom.pl/oferta/przytulne-mieszkanie-przy-ul-gustawa-morcinka-ID44re1.html#df521ce691;2020-02-22 07:59:54.466347;Morcinka;Kraków , Wzgórza Krzesławickie, Zesławice, Morcinka;Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-762, Polska;(50.1047809, 20.0362743, 0.0);50.1047809;20.0362743;0.0;POINT (574082.2602686308 249129.0941129019)
433;Wykończony apartament Nadwiślańska 135 mkw;Kraków , Podgórze;6 pokoi;2200000.0;135.0;16296.0;https://www.otodom.pl/oferta/wykonczony-apartament-nadwislanska-135-mkw-ID415Zv.html#df521ce691;2020-02-22 07:59:54.467345;Nadwiślańska;Kraków , Podgórze, Nadwiślańska;Nadwiślańska, Ludwinów, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-527, Polska;(50.0478312, 19.954409, 0.0);50.0478312;19.954409;0.0;POINT (568310.7583865958 242721.1276232302)
434;Kraków, Nowa Huta, osiedle Dywizjonu 303 -37m+Balk;Kraków , Nowa Huta, Czyżyny;1 pokój;330000.0;37.0;8919.0;https://www.otodom.pl/oferta/krakow-nowa-huta-osiedle-dywizjonu-303-37m-balk-ID44MMi.html#df521ce691;2020-02-22 07:59:54.467345;Dywizjonu;Kraków , Nowa Huta, Czyżyny, Dywizjonu;Osiedle Dywizjonu 303, Czyżyny, Kraków, województwo małopolskie, Polska;(50.08314705, 20.005731625960628, 0.0);50.08314705;20.005731625960628;0.0;POINT (571931.2153674981 246694.6372460146)
439;Przestrzenne 4 pokoje 92m2 Podgórze Duchackie;Kraków , Podgórze Duchackie;4 pokoje;519000.0;91.4;5678.0;https://www.otodom.pl/oferta/przestrzenne-4-pokoje-92m2-podgorze-duchackie-ID44MKP.html#df521ce691;2020-02-22 07:59:54.467345;Duchacka;Kraków , Podgórze Duchackie, Duchacka;Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, Polska;(50.022604099999995, 19.96143951311077, 0.0);50.022604099999995;19.96143951311077;0.0;POINT (568850.0167809983 239923.6063224804)
441;Bronowicka 59 m2+garaż po remoncie WŁAŚCICIEL;Kraków , Bronowice;2 pokoje;690000.0;59.0;11695.0;https://www.otodom.pl/oferta/bronowicka-59-m2-garaz-po-remoncie-wlasciciel-ID44y8O.html#df521ce691;2020-02-22 07:59:54.467345;Bronowicka;Kraków , Bronowice, Bronowicka;Bronowicka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-084, Polska;(50.0769526, 19.9030181, 0.0);50.0769526;19.9030181;0.0;POINT (564593.4482024474 245912.2633061446)
444;Enklawa Łokietka B8.2;Kraków , Prądnik Biały;3 pokoje;426053.0;63.59;6700.0;https://www.otodom.pl/oferta/enklawa-lokietka-b8-2-ID416qC.html#df521ce691;2020-02-22 07:59:54.467345;Łokietka;Kraków , Prądnik Biały, Łokietka;Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska;(50.085377, 19.9235123, 0.0);50.085377;19.9235123;0.0;POINT (566047.8126358264 246866.5586777506)
445;Stare Miasto obok Plant po remoncie + parking;Kraków , Stare Miasto;2 pokoje;649999.0;49.09;13241.0;https://www.otodom.pl/oferta/stare-miasto-obok-plant-po-remoncie-parking-ID44Jbu.html#ebf75736ab;2020-02-22 07:59:55.159030;Starego;Kraków , Stare Miasto, Starego;Sarkofag Zygmunta I Starego, 1, Dziedziniec Batorego, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.0547963, 19.9356012, 0.0);50.0547963;19.9356012;0.0;POINT (566954.9399643488 243478.2743801456)
446;Ugorek / Meissnera | Gwarantowany najem 2600 msc;Kraków , małopolskie;5 pokoi;509000.0;51.0;9980.0;https://www.otodom.pl/oferta/ugorek-meissnera-gwarantowany-najem-2600-msc-ID44K8G.html#ebf75736ab;2020-02-22 07:59:55.159030;Ugorek;Kraków , małopolskie, Ugorek;Ugorek, Prądnik Czerwony, Kraków, województwo małopolskie, 31-456, Polska;(50.079034, 19.9838057, 0.0);50.079034;19.9838057;0.0;POINT (570369.0934139549 246216.5883164871)
450;Bronowice 32 m2, 4 piętro, cesja , 2 Pokoje;Kraków , Bronowice;2 pokoje;344647.0;32.21;10700.0;https://www.otodom.pl/oferta/bronowice-32-m2-4-pietro-cesja-2-pokoje-ID44Chf.html#ebf75736ab;2020-02-22 07:59:55.159030;Bronowicka;Kraków , Bronowice, Bronowicka;Bronowicka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-084, Polska;(50.0769526, 19.9030181, 0.0);50.0769526;19.9030181;0.0;POINT (564593.4482024474 245912.2633061446)
459;Duże mieszkanie na Kazimierzu.;Kraków , Stare Miasto, Kazimierz;2 pokoje;599000.0;71.7;8354.0;https://www.otodom.pl/oferta/duze-mieszkanie-na-kazimierzu-ID44qso.html#ebf75736ab;2020-02-22 07:59:55.160027;Kazimierza;Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
462;3-pokojowe mieszkanie na poddaszu w Łagiewnikach;Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki;3 pokoje;550000.0;74.0;7432.0;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-poddaszu-w-lagiewnikach-ID44MEw.html#ebf75736ab;2020-02-22 07:59:55.160027;Łagiewnicka;Kraków , Łagiewniki-Borek Fałęcki, Łagiewniki, Łagiewnicka;Łagiewnicka, Ludwinów, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-417, Polska;(50.0318955, 19.9431169, 0.0);50.0318955;19.9431169;0.0;POINT (567524.9012258716 240939.6247071801)
463;Mieszkanie - Kraków Opatkowice;Kraków , Swoszowice, Opatkowice;2 pokoje;430000.0;54.66;7867.0;https://www.otodom.pl/oferta/mieszkanie-krakow-opatkowice-ID44Lt1.html#ebf75736ab;2020-02-22 07:59:55.160027;Opatkowicka;Kraków , Swoszowice, Opatkowice, Opatkowicka;Opatkowicka, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska;(49.9836953, 19.9160164, 0.0);49.9836953;19.9160164;0.0;POINT (565650.2256588747 235558.0975218732)
466;Cegielniana 3 pokoje duży balkon;Kraków , Łagiewniki-Borek Fałęcki, Cegielniana;3 pokoje;408000.0;47.46;8597.0;https://www.otodom.pl/oferta/cegielniana-3-pokoje-duzy-balkon-ID44MDN.html#ebf75736ab;2020-02-22 07:59:55.160027;Cegielniana;Kraków , Łagiewniki-Borek Fałęcki, Cegielniana, Cegielniana;Cegielniana, Osiedle Cegielniana, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-404, Polska;(50.027142, 19.9334098, 0.0);50.027142;19.9334098;0.0;POINT (566836.5040022989 240402.5536649618)
470;2-pokojowe z balkonem i garażem ul. Marchołta;Kraków , Prądnik Czerwony;2 pokoje;430000.0;42.2;10190.0;https://www.otodom.pl/oferta/2-pokojowe-z-balkonem-i-garazem-ul-marcholta-ID44HHY.html#51deb94ee3;2020-02-22 07:59:55.999978;Marchołta;Kraków , Prądnik Czerwony, Marchołta;Marchołta, Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, 31-417, Polska;(50.0916178, 19.9795496, 0.0);50.0916178;19.9795496;0.0;POINT (570046.3280260074 247611.2770596556)
472;2 pok + balkon! Zgoda na cesję! Prądnik Biały!;Kraków , Prądnik Biały;2 pokoje;329000.0;35.0;9400.0;https://www.otodom.pl/oferta/2-pok-balkon-zgoda-na-cesje-pradnik-bialy-ID44y33.html#51deb94ee3;2020-02-22 07:59:55.999978;Prądnicka;Kraków , Prądnik Biały, Prądnicka;Prądnicka, Prądnik Biały, Kraków, województwo małopolskie, 31-202, Polska;(50.0875229, 19.9385333, 0.0);50.0875229;19.9385333;0.0;POINT (567119.0717439586 247118.4659837764)
478;Ciche mieszkanie w centrum ul. Wrocławska, GOTOWE!;Kraków , Krowodrza;3 pokoje;708000.0;55.0;12873.0;https://www.otodom.pl/oferta/ciche-mieszkanie-w-centrum-ul-wroclawska-gotowe-ID44H6H.html#51deb94ee3;2020-02-22 07:59:55.999978;Wrocławska;Kraków , Krowodrza, Wrocławska;Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-017, Polska;(50.0808192, 19.9179102, 0.0);50.0808192;19.9179102;0.0;POINT (565653.3926503791 246355.0193398139)
479;Pl. Bohaterów Getta 49m2 budynek z 2009r winda;Kraków , Podgórze;2 pokoje;686000.0;49.0;14000.0;https://www.otodom.pl/oferta/pl-bohaterow-getta-49m2-budynek-z-2009r-winda-ID447QZ.html#51deb94ee3;2020-02-22 07:59:55.999978;Getta;Kraków , Podgórze, Getta;Plac Bohaterów Getta, Ludwinów, Podgórze, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.0467232, 19.95438111538139, 0.0);50.0467232;19.95438111538139;0.0;POINT (568310.3352903129 242597.9485702962)
480;Os. Kombatantów | 52m2 | 3pokoje | Zielona okolica;Kraków , Mistrzejowice;3 pokoje;459000.0;52.0;8827.0;https://www.otodom.pl/oferta/os-kombatantow-52m2-3pokoje-zielona-okolica-ID44Mzo.html#51deb94ee3;2020-02-22 07:59:55.999978;Kombatantów;Kraków , Mistrzejowice, Kombatantów;Władysława Czaplickiego, Osiedle Tysiąclecia, Mistrzejowice, Kraków, województwo małopolskie, 31-810, Polska;(50.0889712, 20.0049865, 0.0);50.0889712;20.0049865;0.0;POINT (571869.2138405404 247341.2734281551)
482;2 pokoje-Krowodrza-ul. Siemaszki;Kraków , Krowodrza;2 pokoje;399900.0;47.64;8394.0;https://www.otodom.pl/oferta/2-pokoje-krowodrza-ul-siemaszki-ID43TPP.html#51deb94ee3;2020-02-22 07:59:56.000976;Siemaszki;Kraków , Krowodrza, Siemaszki;Księdza Kazimierza Siemaszki, Prądnik Biały, Kraków, województwo małopolskie, 31-207, Polska;(50.0841963, 19.9396862, 0.0);50.0841963;19.9396862;0.0;POINT (567206.1715978096 246749.7502485262)
485;Krowodrza Kazimierza Wielkiego Duże Mieszkanie;Kraków , Krowodrza, Łobzów;5 pokoi;650000.0;103.7;6268.0;https://www.otodom.pl/oferta/krowodrza-kazimierza-wielkiego-duze-mieszkanie-ID3PYfm.html#51deb94ee3;2020-02-22 07:59:56.000976;Kazimierza;Kraków , Krowodrza, Łobzów, Kazimierza;Kazimierza Wielkiego, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-079, Polska;(50.0743448, 19.9161281, 0.0);50.0743448;19.9161281;0.0;POINT (565534.7553703128 245633.8236936424)
487;Rynek Dębnicki / Bałuckiego;Kraków , Dębniki, Stare Dębniki;3 pokoje;700000.0;110.0;6364.0;https://www.otodom.pl/oferta/rynek-debnicki-baluckiego-ID44MyH.html#51deb94ee3;2020-02-22 07:59:56.000976;Rynek;Kraków , Dębniki, Stare Dębniki, Rynek;Rynek Dębnicki, Dębniki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.0516925, 19.926981225313348, 0.0);50.0516925;19.926981225313348;0.0;POINT (566342.35281728 243125.6002988126)
490;Kameralne 2-pokojowe mieszkanie na Bronowicach;Kraków , Bronowice;2 pokoje;505869.0;39.69;12746.0;https://www.otodom.pl/oferta/kameralne-2-pokojowe-mieszkanie-na-bronowicach-ID44MvR.html#51deb94ee3;2020-02-22 07:59:56.000976;Bronowicka;Kraków , Bronowice, Bronowicka;Bronowicka, Stara Krowodrza, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-084, Polska;(50.0769526, 19.9030181, 0.0);50.0769526;19.9030181;0.0;POINT (564593.4482024474 245912.2633061446)
491;Mieszkanie w dzielnicy Stare Miasto! Cesja;Kraków , Stare Miasto;1 pokój;388824.0;32.21;12072.0;https://www.otodom.pl/oferta/mieszkanie-w-dzielnicy-stare-miasto-cesja-ID44MvP.html#51deb94ee3;2020-02-22 07:59:56.000976;Starego;Kraków , Stare Miasto, Starego;Sarkofag Zygmunta I Starego, 1, Dziedziniec Batorego, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.0547963, 19.9356012, 0.0);50.0547963;19.9356012;0.0;POINT (566954.9399643488 243478.2743801456)
492;Mieszkanie w dzielnicy Stare Miasto! Cesja;Kraków , Stare Miasto;2 pokoje;459000.0;36.86;12453.0;https://www.otodom.pl/oferta/mieszkanie-w-dzielnicy-stare-miasto-cesja-ID44MvQ.html#51deb94ee3;2020-02-22 07:59:56.000976;Starego;Kraków , Stare Miasto, Starego;Sarkofag Zygmunta I Starego, 1, Dziedziniec Batorego, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.0547963, 19.9356012, 0.0);50.0547963;19.9356012;0.0;POINT (566954.9399643488 243478.2743801456)
496;Apartament 35 m2/wysoki standard/Stare Dębniki;Kraków , Dębniki;2 pokoje;626500.0;35.0;17900.0;https://www.otodom.pl/oferta/apartament-35-m2-wysoki-standard-stare-debniki-ID44G11.html#20f82b348a;2020-02-22 07:59:56.834779;Dębnicki;Kraków , Dębniki, Dębnicki;Park Dębnicki, Dębniki, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, Polska;(50.0495234, 19.91693092494888, 0.0);50.0495234;19.91693092494888;0.0;POINT (565626.040058322 242875.6318850024)
497;Mieszkanie - Kraków Grzegórzki;Kraków , Grzegórzki;2 pokoje;445055.0;44.51;9999.0;https://www.otodom.pl/oferta/mieszkanie-krakow-grzegorzki-ID44DxT.html#20f82b348a;2020-02-22 07:59:56.834779;Grzegórzecka;Kraków , Grzegórzki, Grzegórzecka;Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31532, Polska;(50.0587885, 19.9500605, 0.0);50.0587885;19.9500605;0.0;POINT (567984.0407130375 243935.0611747131)
508;Kraków, Grzegórzki / Dąbie, ul. Świtezianki - 2pok;Kraków , Grzegórzki;2 pokoje;355000.0;34.0;10441.0;https://www.otodom.pl/oferta/krakow-grzegorzki-dabie-ul-switezianki-2pok-ID44Mwd.html#20f82b348a;2020-02-22 07:59:56.834779;Grzegórzecka;Kraków , Grzegórzki, Grzegórzecka;Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31532, Polska;(50.0587885, 19.9500605, 0.0);50.0587885;19.9500605;0.0;POINT (567984.0407130375 243935.0611747131)
509;Apartament z balkonem przy Plantach i UJ;Kraków , Stare Miasto;5 pokoi;1090000.0;67.0;16269.0;https://www.otodom.pl/oferta/apartament-z-balkonem-przy-plantach-i-uj-ID44MuM.html#20f82b348a;2020-02-22 07:59:56.834779;Polankach;Kraków , Stare Miasto, Polankach;Na Polankach, Olszanica, Zwierzyniec, Kraków, województwo małopolskie, 30-241, Polska;(50.0691538, 19.8385226, 0.0);50.0691538;19.8385226;0.0;POINT (559989.8340507377 244991.6484853784)
513;Mieszkanie inwestycyjne do aranżacji, Pawia;Kraków , Stare Miasto;3 pokoje;840000.0;76.0;11053.0;https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-do-aranzacji-pawia-ID44MtE.html#20f82b348a;2020-02-22 07:59:56.835777;Pawia;Kraków , Stare Miasto, Pawia;Pawia, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-154, Polska;(50.0691779, 19.9451093, 0.0);50.0691779;19.9451093;0.0;POINT (567615.1434787014 245085.3479808709)
516;3pokoje , jasna kuchnia po remoncie Prokocim!;Kraków , Bieżanów-Prokocim;3 pokoje;410000.0;47.36;8657.0;https://www.otodom.pl/oferta/3pokoje-jasna-kuchnia-po-remoncie-prokocim-ID44Mtg.html#20f82b348a;2020-02-22 07:59:56.835777;Prokocimia;Kraków , Bieżanów-Prokocim, Prokocimia;Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska;(50.0226748, 19.9921741, 0.0);50.0226748;19.9921741;0.0;POINT (571050.8213306962 239960.2205082783)
519;Wiślane Tarasy 2.0 - nowy ekskluzywny apartament;Kraków , Grzegórzki;2 pokoje;970000.0;53.57;18107.0;https://www.otodom.pl/oferta/wislane-tarasy-2-0-nowy-ekskluzywny-apartament-ID441jI.html#20f82b348a;2020-02-22 07:59:56.835777;Wiślana;Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423)
