;opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data;ulica;lokator_ulica_dzielnica;geo_location;point;latitude;longitude;altitude;geometry
32;3-pokoje po remoncie, ul. Sucha, Łagiewniki;Kraków , Łagiewniki-Borek Fałęcki;3 pokoje;550000.0;74.0;7432.0;https://www.otodom.pl/oferta/3-pokoje-po-remoncie-ul-sucha-lagiewniki-ID44O5G.html#bcc2421ba9;2020-02-22 07:59:42.071477;Sucha;Kraków , Łagiewniki-Borek Fałęcki, Sucha;Sucha, Łagiewniki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-420, Polska;(50.0235619, 19.9352619, 0.0);50.0235619;19.9352619;0.0;POINT (566974.0990997 240006.2861540318)
33;Bezpośrednio sprzedam Kazimierz. 3 pokoje 60m2;Kraków , Stare Miasto, Kazimierz;3 pokoje;699000.0;60.0;11650.0;https://www.otodom.pl/oferta/bezposrednio-sprzedam-kazimierz-3-pokoje-60m2-ID43yTF.html#bcc2421ba9;2020-02-22 07:59:42.071477;Kazimierza;Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
35;Pięciopokojowe mieszkanie na Łokietka;Kraków , Prądnik Biały;5 pokoi;519000.0;56.0;9268.0;https://www.otodom.pl/oferta/pieciopokojowe-mieszkanie-na-lokietka-ID44O2W.html#bcc2421ba9;2020-02-22 07:59:42.071477;Łokietka;Kraków , Prądnik Biały, Łokietka;Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska;(50.085377, 19.9235123, 0.0);50.085377;19.9235123;0.0;POINT (566047.8126358264 246866.5586777506)
52;*Świetny układDla rodziny lub inwestycja!Roi 6,2%;Kraków , Krowodrza;4 pokoje;679000.0;90.97;7464.0;https://www.otodom.pl/oferta/swietny-ukladdla-rodziny-lub-inwestycja-roi-6-2-ID44EDb.html#bcc2421ba9;2020-02-22 07:59:42.072474;Rodziny;Kraków , Krowodrza, Rodziny;Katolickie Szkoły im.Świętej Rodziny z Nazaretu, Pędzichów, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-152, Polska;(50.06999585, 19.94018479506805, 0.0);50.06999585;19.94018479506805;0.0;POINT (567261.6953024454 245171.8180097351)
56;4 pok|Cystersów Garden/Grzegórzki |OGRÓDEK 126 mkw;Kraków , Grzegórzki;4 pokoje;890000.0;67.0;13284.0;https://www.otodom.pl/oferta/4-pok-cystersow-garden-grzegorzki-ogrodek-126-mkw-ID448L8.html#e7b1ebfb0e;2020-02-22 07:59:42.886106;Cystersów;Kraków , Grzegórzki, Cystersów;Cystersów, Grzegórzki, Kraków, województwo małopolskie, 31-527, Polska;(50.0663453, 19.9697466, 0.0);50.0663453;19.9697466;0.0;POINT (569381.8061475165 244793.0926263873)
58;Mieszkanie, Grzegórzki 66m2.;Kraków , Grzegórzki;2 pokoje;699000.0;66.0;10591.0;https://www.otodom.pl/oferta/mieszkanie-grzegorzki-66m2-ID44LgR.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Grzegórzecka;Kraków , Grzegórzki, Grzegórzecka;Grzegórzecka, Wesoła, Grzegórzki, Kraków, województwo małopolskie, 31532, Polska;(50.0587885, 19.9500605, 0.0);50.0587885;19.9500605;0.0;POINT (567984.0407130375 243935.0611747131)
59;Piękne mieszkanie do sprzedaży ul Anieli Krzywoń;Kraków , Prądnik Czerwony;2 pokoje;530000.0;41.0;12927.0;https://www.otodom.pl/oferta/piekne-mieszkanie-do-sprzedazy-ul-anieli-krzywon-ID44NZE.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Krzywoń;Kraków , Prądnik Czerwony, Krzywoń;Anieli Krzywoń, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-464, Polska;(50.0772372, 19.9747414, 0.0);50.0772372;19.9747414;0.0;POINT (569723.3643069119 246008.3749718172)
60;Królewska /Staffa dwupokojowe mieszkanie sprzedamy;Kraków , Krowodrza, Łobzów;2 pokoje;465000.0;50.5;9208.0;https://www.otodom.pl/oferta/krolewska-staffa-dwupokojowe-mieszkanie-sprzedamy-ID43ZPG.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Królewska;Kraków , Krowodrza, Łobzów, Królewska;Królewska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-831, Polska;(50.0728572, 19.91602, 0.0);50.0728572;19.91602;0.0;POINT (565529.0499964926 245468.3819337636)
61;Apartament ***** Wiślane Tarasy 2.0 - Grzegórzecka;Kraków , Grzegórzki;3 pokoje;1190000.0;60.0;19833.0;https://www.otodom.pl/oferta/apartament-wislane-tarasy-2-0-grzegorzecka-ID44gQV.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Wiślana;Kraków , Grzegórzki, Wiślana;Mierzeja Wiślana, Mały Płaszów, Podgórze, Kraków, województwo małopolskie, 30-716, Polska;(50.038134, 20.0042085, 0.0);50.038134;20.0042085;0.0;POINT (571889.5218590654 241689.9986086423)
66;3 pok mieszkanie w Dębnikach 58 mkw za 360 000 zł!;Kraków , Dębniki;3 pokoje;360000.0;58.0;6207.0;https://www.otodom.pl/oferta/3-pok-mieszkanie-w-debnikach-58-mkw-za-360-000-zl-ID44NZd.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Dębnicka;Kraków , Dębniki, Dębnicka;Dębnicka, Dębniki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-324, Polska;(50.0486355, 19.9229271, 0.0);50.0486355;19.9229271;0.0;POINT (566056.4070851903 242782.2246920913)
67;4 pok mieszkanie w Dębnikach 85 mkw za 590 000 zł!;Kraków , Podgórze;4 pokoje;590000.0;85.0;6941.0;https://www.otodom.pl/oferta/4-pok-mieszkanie-w-debnikach-85-mkw-za-590-000-zl-ID44NZc.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Dębnicka;Kraków , Podgórze, Dębnicka;Dębnicka, Dębniki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-324, Polska;(50.0486355, 19.9229271, 0.0);50.0486355;19.9229271;0.0;POINT (566056.4070851903 242782.2246920913)
69;Ładne mieszkanie 56 mkw przy Parku Wyspiańskiego!;Kraków , Krowodrza;5 pokoi;519000.0;56.0;9268.0;https://www.otodom.pl/oferta/ladne-mieszkanie-56-mkw-przy-parku-wyspianskiego-ID44NZ8.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Wyspiańskiego;Kraków , Krowodrza, Wyspiańskiego;Stanisława Wyspiańskiego, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-035, Polska;(50.0729261, 19.9254295, 0.0);50.0729261;19.9254295;0.0;POINT (566202.0695347141 245484.3358220262)
70;Kazimierz | Sprzedaż mieszkań na krótki wynajem;Kraków , Stare Miasto, Kazimierz;1 pokój;563070.37;23.43;24032.0;https://www.otodom.pl/oferta/kazimierz-sprzedaz-mieszkan-na-krotki-wynajem-ID44z5G.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Kazimierza;Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
74;Atrakcyjna kawalerka z tarasem, ul. Sosnowiecka;Kraków , Prądnik Biały, Bronowice Wielkie;1 pokój;362000.0;33.16;10917.0;https://www.otodom.pl/oferta/atrakcyjna-kawalerka-z-tarasem-ul-sosnowiecka-ID44KuW.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Sosnowiecka;Kraków , Prądnik Biały, Bronowice Wielkie, Sosnowiecka;Sosnowiecka, Bronowice Wielkie, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 31-345, Polska;(50.092531, 19.8931526, 0.0);50.092531;19.8931526;0.0;POINT (563867.0684092317 247635.3261533063)
75;Przytulne dwa pokoje z ogródkiem, Rakowicka 35m2;Kraków , Stare Miasto;2 pokoje;512000.0;35.0;14629.0;https://www.otodom.pl/oferta/przytulne-dwa-pokoje-z-ogrodkiem-rakowicka-35m2-ID44d0h.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Rakowicka;Kraków , Stare Miasto, Rakowicka;Rakowicka, Warszawskie, Grzegórzki, Delegatura Kraków-Śródmieście, Kraków, województwo małopolskie, 31-520, Polska;(50.0751438, 19.9577519, 0.0);50.0751438;19.9577519;0.0;POINT (568511.1065507758 245759.9750759406)
77;Bieńczyce - 3 pokoje do wejścia, balkon;Kraków , Bieńczyce;3 pokoje;385000.0;45.0;8556.0;https://www.otodom.pl/oferta/bienczyce-3-pokoje-do-wejscia-balkon-ID44NYd.html#e7b1ebfb0e;2020-02-22 07:59:42.887104;Bieńczycka;Kraków , Bieńczyce, Bieńczycka;Bieńczycka, Osiedle Drugiego Pułku Lotniczego, Bieńczyce, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, 31-944, Polska;(50.0786883, 20.0258597, 0.0);50.0786883;20.0258597;0.0;POINT (573377.5804436035 246218.6255630124)
80;4 pok 163m2 Kobierzyńska/ Ruczaj 798.000,-;Kraków , Dębniki, Ruczaj;4 pokoje;790000.0;163.0;4847.0;https://www.otodom.pl/oferta/4-pok-163m2-kobierzynska-ruczaj-798-000-ID3Rjnq.html#e7b1ebfb0e;2020-02-22 07:59:42.888101;Kobierzyńska;Kraków , Dębniki, Ruczaj, Kobierzyńska;Kobierzyńska, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-343, Polska;(50.0293863, 19.9185049, 0.0);50.0293863;19.9185049;0.0;POINT (565766.1945891131 240638.7870270088)
86;60 m2 Prądnik Biały po generalnym remoncie;Kraków , Prądnik Biały;2 pokoje;499000.0;54.9;9089.0;https://www.otodom.pl/oferta/60-m2-pradnik-bialy-po-generalnym-remoncie-ID44DFX.html#51e2ab8c8f;2020-02-22 07:59:43.873992;Prądnicka;Kraków , Prądnik Biały, Prądnicka;Prądnicka, Prądnik Biały, Kraków, województwo małopolskie, 31-202, Polska;(50.0875229, 19.9385333, 0.0);50.0875229;19.9385333;0.0;POINT (567119.0717439586 247118.4659837764)
89;2 pokoje - Niezapominajek - 55 m2;Kraków , Zwierzyniec, Wola Justowska;2 pokoje;580000.0;55.0;10545.0;https://www.otodom.pl/oferta/2-pokoje-niezapominajek-55-m2-ID3JjXC.html#51e2ab8c8f;2020-02-22 07:59:43.873992;Niezapominajek;Kraków , Zwierzyniec, Wola Justowska, Niezapominajek;Niezapominajek, Wola Justowska - Chełm, Zwierzyniec, Kraków, województwo małopolskie, 30-239, Polska;(50.068948, 19.8418174, 0.0);50.068948;19.8418174;0.0;POINT (560225.8063902592 244971.4243951226)
90;Kawalerka inwestycyjna - Retoryka - 32m2;Kraków , Stare Miasto;1 pokój;464000.0;32.0;14500.0;https://www.otodom.pl/oferta/kawalerka-inwestycyjna-retoryka-32m2-ID42G8S.html#51e2ab8c8f;2020-02-22 07:59:43.873992;Retoryka;Kraków , Stare Miasto, Retoryka;Retoryka, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-100, Polska;(50.0580096, 19.9284227, 0.0);50.0580096;19.9284227;0.0;POINT (566436.7914722664 243829.0247966191)
93;Kawalerka, 4/4 , 26m Strusia Bieńczyce Kraków;Kraków , Bieńczyce;1 pokój;266000.0;26.0;10231.0;https://www.otodom.pl/oferta/kawalerka-4-4-26m-strusia-bienczyce-krakow-ID44AwD.html#51e2ab8c8f;2020-02-22 07:59:43.874991;Strusia;Kraków , Bieńczyce, Strusia;Osiedle Józefa Strusia, Bieńczyce, Kraków, województwo małopolskie, Polska;(50.08848715, 20.009869196375526, 0.0);50.08848715;20.009869196375526;0.0;POINT (572219.1093478991 247292.180990384)
96;Apartament 4 pokoje garaż Norymberska Zakrzówek;Kraków , Podgórze;4 pokoje;780000.0;93.09;8379.0;https://www.otodom.pl/oferta/apartament-4-pokoje-garaz-norymberska-zakrzowek-ID44NUX.html#51e2ab8c8f;2020-02-22 07:59:43.874991;Norymberska;Kraków , Podgórze, Norymberska;Norymberska, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-358, Polska;(50.0303992, 19.912374, 0.0);50.0303992;19.912374;0.0;POINT (565325.8462536619 240745.9946237197)
102;2 pokoje, 50,5 m2, os. Słoneczne;Kraków , Nowa Huta;2 pokoje;369000.0;50.0;7380.0;https://www.otodom.pl/oferta/2-pokoje-50-5-m2-os-sloneczne-ID44LFq.html#51e2ab8c8f;2020-02-22 07:59:43.874991;Słoneczne;Kraków , Nowa Huta, Słoneczne;Osiedle Słoneczne, Nowa Huta, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, 31-956, Polska;(50.0776057, 20.0420898, 0.0);50.0776057;20.0420898;0.0;POINT (574540.1416298144 246114.3636779059)
103;W pełni wyposażone mieszkanie 5 pokoi ul.Łokietka;Kraków , Krowodrza;5 pokoi;519000.0;56.4;9202.0;https://www.otodom.pl/oferta/w-pelni-wyposazone-mieszkanie-5-pokoi-ul-lokietka-ID44NRu.html#51e2ab8c8f;2020-02-22 07:59:43.874991;Łokietka;Kraków , Krowodrza, Łokietka;Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska;(50.085377, 19.9235123, 0.0);50.085377;19.9235123;0.0;POINT (566047.8126358264 246866.5586777506)
104;Słoneczne mieszkanie z tarasem i własnym ogródkiem;Kraków , Swoszowice;2 pokoje;450000.0;51.43;8750.0;https://www.otodom.pl/oferta/sloneczne-mieszkanie-z-tarasem-i-wlasnym-ogrodkiem-ID44E2W.html#51e2ab8c8f;2020-02-22 07:59:43.874991;Słoneczne;Kraków , Swoszowice, Słoneczne;FUP Kraków 11, Wojciecha Marii Bartla, Kobierzyn, Dębniki, Delegatura Kraków-Podgórze, Kraków, województwo małopolskie, 30-389, Polska;(49.9988969, 19.8958089, 0.0);49.9988969;19.8958089;0.0;POINT (564181.7536297874 237230.1971481992)
106;Mazowiecka, 2 niezależne pok, MPEC, balkon;Kraków , Krowodrza;2 pokoje;399000.0;34.0;11735.0;https://www.otodom.pl/oferta/mazowiecka-2-niezalezne-pok-mpec-balkon-ID44NPO.html#51e2ab8c8f;2020-02-22 07:59:43.874991;Mazowiecka;Kraków , Krowodrza, Mazowiecka;Mazowiecka, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-015, Polska;(50.0741152, 19.9291891, 0.0);50.0741152;19.9291891;0.0;POINT (566469.3704988041 245619.8426204808)
109;Mieszkanie 2 pokoje, Mistrzejowice, TBS;Kraków , Mistrzejowice;2 pokoje;150000.0;41.0;3659.0;https://www.otodom.pl/oferta/mieszkanie-2-pokoje-mistrzejowice-tbs-ID44HDY.html#a4ecda7d5f;2020-02-22 07:59:44.672746;Mistrzejowicka;Kraków , Mistrzejowice, Mistrzejowicka;Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-651, Polska;(50.0969093, 20.0259479, 0.0);50.0969093;20.0259479;0.0;POINT (573356.0700843487 248243.9720702069)
110;Nietuzinkowe mieszkanie na Sprzedaż ul. M.Domagały;Kraków , Podgórze;2 pokoje;370000.0;43.0;8605.0;https://www.otodom.pl/oferta/nietuzinkowe-mieszkanie-na-sprzedaz-ul-m-domagaly-ID43TIo.html#a4ecda7d5f;2020-02-22 07:59:44.672746;Domagały;Kraków , Podgórze, Domagały;Domagały, Nad Drwiną, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-741, Polska;(50.0328139, 20.0528675, 0.0);50.0328139;20.0528675;0.0;POINT (575381.196750929 241146.6101242974)
124;Nowe 1 pok. mieszkanie Bronowice;Kraków , Bronowice, Bronowice Małe;1 pokój;390000.0;28.2;13830.0;https://www.otodom.pl/oferta/nowe-1-pok-mieszkanie-bronowice-ID44iWY.html#a4ecda7d5f;2020-02-22 07:59:44.674741;Bronowicka;Kraków , Bronowice, Bronowice Małe, Bronowicka;Bronowicka, Bronowice Małe, Bronowice, Delegatura Kraków-Krowodrza, Kraków, województwo małopolskie, 30-139, Polska;(50.0816928, 19.8902943, 0.0);50.0816928;19.8902943;0.0;POINT (563677.0404730459 246428.2142655198)
126;1 -pok mieszkanie na Kazimierzu;Kraków , Stare Miasto, Kazimierz;1 pokój;420000.0;32.1;13084.0;https://www.otodom.pl/oferta/1-pok-mieszkanie-na-kazimierzu-ID448S3.html#a4ecda7d5f;2020-02-22 07:59:44.674741;Kazimierza;Kraków , Stare Miasto, Kazimierz, Kazimierza;Apartamenty Sekret Kazimierza, 34, Józefa, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-056, Polska;(50.0512307, 19.9469375, 0.0);50.0512307;19.9469375;0.0;POINT (567771.2149040747 243092.1779909022)
130;2 osobne pokoje Widok, Al. Pokoju - 44,4m2 balkon;Kraków , Grzegórzki, Dąbie;2 pokoje;435000.0;44.4;9797.0;https://www.otodom.pl/oferta/2-osobne-pokoje-widok-al-pokoju-44-4m2-balkon-ID43qgm.html#a4ecda7d5f;2020-02-22 07:59:44.674741;Widok;Kraków , Grzegórzki, Dąbie, Widok;Widok, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-567, Polska;(50.0573772, 19.9789268, 0.0);50.0573772;19.9789268;0.0;POINT (570051.6640617081 243804.857423231)
131;79m2 3pok z z garażem i piwnicą -Dobrego Pasterza;Kraków , Prądnik Czerwony;3 pokoje;620000.0;79.0;7848.0;https://www.otodom.pl/oferta/79m2-3pok-z-z-garazem-i-piwnica-dobrego-pasterza-ID43OY6.html#a4ecda7d5f;2020-02-22 07:59:44.674741;Pasterza;Kraków , Prądnik Czerwony, Pasterza;Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska;(50.08851445, 19.95839608107648, 0.0);50.08851445;19.95839608107648;0.0;POINT (568538.1184385554 247246.7144761141)
133;Meissnera 3 pok 59m2 od strony skweru;Kraków , małopolskie;3 pokoje;539000.0;59.3;9089.0;https://www.otodom.pl/oferta/meissnera-3-pok-59m2-od-strony-skweru-ID44h4p.html#a4ecda7d5f;2020-02-22 07:59:44.674741;Meissnera;Kraków , małopolskie, Meissnera;Meissnera, Wieczysta, Prądnik Czerwony, Kraków, województwo małopolskie, Polska;(50.0747583, 19.979541765513375, 0.0);50.0747583;19.979541765513375;0.0;POINT (570070.3419826203 245737.3370362194)
134;Rozkładowe 2 pokojowe na os. Krowodrza Górka;Kraków , Prądnik Biały;2 pokoje;364900.0;38.0;9603.0;https://www.otodom.pl/oferta/rozkladowe-2-pokojowe-na-os-krowodrza-gorka-ID44NM0.html#a4ecda7d5f;2020-02-22 07:59:44.674741;Góra;Kraków , Prądnik Biały, Góra;"Schron amunicyjny ""Łysa Góra"", Węgrzecka, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-242, Polska";(50.105246, 19.96920205268595, 0.0);50.105246;19.96920205268595;0.0;POINT (569286.7417427578 249116.4023994775)
135;Stare Miasto - piękne mieszkanie, od dewelopera!;Kraków , Stare Miasto;1 pokój;759000.0;38.23;19854.0;https://www.otodom.pl/oferta/stare-miasto-piekne-mieszkanie-od-dewelopera-ID3NZ52.html#5a3ac0e744;2020-02-22 07:59:45.444677;Starego;Kraków , Stare Miasto, Starego;Sarkofag Zygmunta I Starego, 1, Dziedziniec Batorego, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska;(50.0547963, 19.9356012, 0.0);50.0547963;19.9356012;0.0;POINT (566954.9399643488 243478.2743801456)
136;Kraków, Kazimierza Wlk 70m2 od właściciela!;Kraków , Krowodrza;4 pokoje;655000.0;70.0;9357.0;https://www.otodom.pl/oferta/krakow-kazimierza-wlk-70m2-od-wlasciciela-ID43Pvu.html#5a3ac0e744;2020-02-22 07:59:45.444677;Kazimierza;Kraków , Krowodrza, Kazimierza;Kinesis Rehabilitacja Kraków, 57, Kazimierza Wielkiego, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-074, Polska;(50.073573, 19.9193678, 0.0);50.073573;19.9193678;0.0;POINT (565767.5578813277 245550.8849675544)
140;2-pokoje po remoncie na ul. Celarowskiej - Olsza;Kraków , Grzegórzki, Olsza;2 pokoje;399900.0;38.0;10524.0;https://www.otodom.pl/oferta/2-pokoje-po-remoncie-na-ul-celarowskiej-olsza-ID44NKk.html#5a3ac0e744;2020-02-22 07:59:45.445673;Celarowska;Kraków , Grzegórzki, Olsza, Celarowska;Celarowska, Olsza II, Grzegórzki, Delegatura Kraków-Śródmieście, Kraków, województwo małopolskie, 31-414, Polska;(50.0847797, 19.9566795, 0.0);50.0847797;19.9566795;0.0;POINT (568420.6788938151 246830.0227017598)
149;2 pokojowe 40 m2 z balkonem w Bieńczycach;Kraków , Bieńczyce;2 pokoje;349000.0;42.0;8310.0;https://www.otodom.pl/oferta/2-pokojowe-40-m2-z-balkonem-w-bienczycach-ID44NIH.html#5a3ac0e744;2020-02-22 07:59:45.446671;Bieńczycka;Kraków , Bieńczyce, Bieńczycka;Bieńczycka, Osiedle Drugiego Pułku Lotniczego, Bieńczyce, Delegatura Kraków-Nowa Huta, Kraków, województwo małopolskie, 31-944, Polska;(50.0786883, 20.0258597, 0.0);50.0786883;20.0258597;0.0;POINT (573377.5804436035 246218.6255630124)
